dataset,scheme,upd_w1,upd_w2,client_search_time_ms,repeat
Wiki,VQNomos,1,9738,6.84437,1
Wiki,VQNomos,2,9738,5.55383,1
Wiki,VQNomos,3,9738,5.1595,1
Wiki,VQNomos,4,9738,5.00567,1
Wiki,VQNomos,5,9738,5.31575,1
Wiki,VQNomos,6,9738,5.44025,1
Wiki,VQNomos,7,9738,5.41992,1
Wiki,VQNomos,8,9738,5.08163,1
Wiki,VQNomos,9,9738,4.91433,1
Wiki,VQNomos,10,9738,5.02592,1
Wiki,VQNomos,11,9738,5.02162,1
Wiki,VQNomos,12,9738,5.00429,1
Wiki,VQNomos,13,9738,5.04767,1
Wiki,VQNomos,14,9738,5.15583,1
Wiki,VQNomos,15,9738,5.07575,1
Wiki,VQNomos,16,9738,5.11567,1
Wiki,VQNomos,17,9738,5.29525,1
Wiki,VQNomos,18,9738,5.19683,1
Wiki,VQNomos,19,9738,5.26408,1
Wiki,VQNomos,20,9738,5.06146,1
Wiki,VQNomos,21,9738,5.11846,1
Wiki,VQNomos,22,9738,4.91662,1
Wiki,VQNomos,23,9738,5.15846,1
Wiki,VQNomos,24,9738,6.19821,1
Wiki,VQNomos,25,9738,5.71633,1
Wiki,VQNomos,26,9738,4.98817,1
Wiki,VQNomos,27,9738,5.19963,1
Wiki,VQNomos,28,9738,5.06354,1
Wiki,VQNomos,29,9738,5.10421,1
Wiki,VQNomos,30,9738,5.17342,1
Wiki,VQNomos,31,9738,4.95483,1
Wiki,VQNomos,32,9738,5.05429,1
Wiki,VQNomos,33,9738,4.93175,1
Wiki,VQNomos,34,9738,4.92129,1
Wiki,VQNomos,35,9738,4.94321,1
Wiki,VQNomos,36,9738,5.07696,1
Wiki,VQNomos,37,9738,5.07129,1
Wiki,VQNomos,38,9738,4.99929,1
Wiki,VQNomos,39,9738,4.88533,1
Wiki,VQNomos,40,9738,5.18942,1
Wiki,VQNomos,41,9738,5.16296,1
Wiki,VQNomos,42,9738,5.03817,1
Wiki,VQNomos,43,9738,5.04733,1
Wiki,VQNomos,44,9738,5.38867,1
Wiki,VQNomos,45,9738,5.56417,1
Wiki,VQNomos,46,9738,5.74733,1
Wiki,VQNomos,47,9738,5.37579,1
Wiki,VQNomos,48,9738,5.10067,1
Wiki,VQNomos,49,9738,5.24875,1
Wiki,VQNomos,50,9738,5.16292,1
Wiki,VQNomos,51,9738,5.04221,1
Wiki,VQNomos,52,9738,5.05446,1
Wiki,VQNomos,53,9738,4.95475,1
Wiki,VQNomos,54,9738,5.08904,1
Wiki,VQNomos,55,9738,5.67975,1
Wiki,VQNomos,56,9738,5.28296,1
Wiki,VQNomos,57,9738,5.02171,1
Wiki,VQNomos,58,9738,5.02425,1
Wiki,VQNomos,59,9738,5.03212,1
Wiki,VQNomos,60,9738,5.06363,1
Wiki,VQNomos,61,9738,5.07567,1
Wiki,VQNomos,62,9738,4.94825,1
Wiki,VQNomos,63,9738,5.11929,1
Wiki,VQNomos,64,9738,4.95787,1
Wiki,VQNomos,65,9738,5.18162,1
Wiki,VQNomos,66,9738,5.20608,1
Wiki,VQNomos,67,9738,5.02725,1
Wiki,VQNomos,68,9738,5.11596,1
Wiki,VQNomos,69,9738,4.95221,1
Wiki,VQNomos,70,9738,4.91817,1
Wiki,VQNomos,71,9738,5.00729,1
Wiki,VQNomos,72,9738,5.34933,1
Wiki,VQNomos,73,9738,5.11375,1
Wiki,VQNomos,74,9738,5.21321,1
Wiki,VQNomos,75,9738,5.09942,1
Wiki,VQNomos,76,9738,5.19504,1
Wiki,VQNomos,77,9738,5.126,1
Wiki,VQNomos,78,9738,5.11417,1
Wiki,VQNomos,79,9738,5.03142,1
Wiki,VQNomos,80,9738,5.07062,1
Wiki,VQNomos,81,9738,5.08779,1
Wiki,VQNomos,82,9738,4.98725,1
Wiki,VQNomos,83,9738,5.04567,1
Wiki,VQNomos,84,9738,5.04429,1
Wiki,VQNomos,85,9738,5.34783,1
Wiki,VQNomos,86,9738,5.43367,1
Wiki,VQNomos,87,9738,5.13892,1
Wiki,VQNomos,88,9738,5.40096,1
Wiki,VQNomos,89,9738,4.9775,1
Wiki,VQNomos,90,9738,4.96471,1
Wiki,VQNomos,91,9738,4.90596,1
Wiki,VQNomos,92,9738,5.03546,1
Wiki,VQNomos,93,9738,5.03033,1
Wiki,VQNomos,94,9738,4.99696,1
Wiki,VQNomos,95,9738,5.08537,1
Wiki,VQNomos,96,9738,5.00346,1
Wiki,VQNomos,97,9738,5.08275,1
Wiki,VQNomos,98,9738,5.30996,1
Wiki,VQNomos,99,9738,5.16792,1
Wiki,VQNomos,100,9738,4.91696,1
Wiki,VQNomos,101,9738,5.13937,1
Wiki,VQNomos,102,9738,5.25992,1
Wiki,VQNomos,103,9738,4.99646,1
Wiki,VQNomos,104,9738,5.08479,1
Wiki,VQNomos,105,9738,5.01604,1
Wiki,VQNomos,106,9738,5.01788,1
Wiki,VQNomos,107,9738,5.05221,1
Wiki,VQNomos,108,9738,5.12233,1
Wiki,VQNomos,109,9738,5.15963,1
Wiki,VQNomos,110,9738,5.25433,1
Wiki,VQNomos,111,9738,5.03467,1
Wiki,VQNomos,112,9738,5.40221,1
Wiki,VQNomos,113,9738,5.26896,1
Wiki,VQNomos,114,9738,5.07567,1
Wiki,VQNomos,115,9738,5.08021,1
Wiki,VQNomos,116,9738,5.06879,1
Wiki,VQNomos,117,9738,5.12658,1
Wiki,VQNomos,118,9738,4.93858,1
Wiki,VQNomos,119,9738,5.12967,1
Wiki,VQNomos,120,9738,5.15037,1
Wiki,VQNomos,121,9738,5.15208,1
Wiki,VQNomos,122,9738,5.08587,1
Wiki,VQNomos,123,9738,5.12754,1
Wiki,VQNomos,124,9738,5.88163,1
Wiki,VQNomos,125,9738,8.8075,1
