dataset,scheme,upd_w1,upd_w2,client_search_time_ms,repeat
Enron,MC-ODXT,10,26946,22.9904,1
Enron,MC-ODXT,37,26946,59.1898,1
Enron,MC-ODXT,38,26946,3.77329,1
Enron,MC-ODXT,39,26946,3.74625,1
Enron,MC-ODXT,40,26946,3.761,1
Enron,MC-ODXT,41,26946,3.7425,1
Enron,MC-ODXT,42,26946,3.79242,1
Enron,MC-ODXT,43,26946,3.77242,1
Enron,MC-ODXT,44,26946,3.77846,1
Enron,MC-ODXT,45,26946,3.74125,1
Enron,MC-ODXT,46,26946,3.74829,1
Enron,MC-ODXT,47,26946,3.74017,1
Enron,MC-ODXT,48,26946,3.75275,1
Enron,MC-ODXT,49,26946,3.75625,1
Enron,MC-ODXT,50,26946,3.75062,1
Enron,MC-ODXT,51,26946,3.75217,1
Enron,MC-ODXT,52,26946,3.74767,1
Enron,MC-ODXT,53,26946,3.73921,1
Enron,MC-ODXT,54,26946,3.83313,1
Enron,MC-ODXT,55,26946,3.82879,1
Enron,MC-ODXT,56,26946,3.77404,1
Enron,MC-ODXT,57,26946,3.77196,1
Enron,MC-ODXT,58,26946,3.76358,1
Enron,MC-ODXT,59,26946,3.77363,1
Enron,MC-ODXT,60,26946,3.78408,1
Enron,MC-ODXT,61,26946,3.76587,1
Enron,MC-ODXT,62,26946,3.74133,1
Enron,MC-ODXT,63,26946,3.75116,1
Enron,MC-ODXT,64,26946,3.73867,1
Enron,MC-ODXT,65,26946,3.74904,1
Enron,MC-ODXT,66,26946,3.74629,1
Enron,MC-ODXT,67,26946,3.74067,1
Enron,MC-ODXT,68,26946,3.74171,1
Enron,MC-ODXT,69,26946,3.78296,1
Enron,MC-ODXT,70,26946,3.74192,1
Enron,MC-ODXT,71,26946,3.73033,1
Enron,MC-ODXT,72,26946,3.73167,1
Enron,MC-ODXT,73,26946,3.74904,1
Enron,MC-ODXT,74,26946,3.74125,1
Enron,MC-ODXT,75,26946,3.73704,1
Enron,MC-ODXT,76,26946,3.75817,1
Enron,MC-ODXT,77,26946,3.74063,1
Enron,MC-ODXT,78,26946,3.75937,1
Enron,MC-ODXT,79,26946,3.75146,1
Enron,MC-ODXT,80,26946,3.75283,1
Enron,MC-ODXT,81,26946,3.73033,1
Enron,MC-ODXT,82,26946,4.01992,1
Enron,MC-ODXT,83,26946,3.82308,1
Enron,MC-ODXT,84,26946,3.74671,1
Enron,MC-ODXT,85,26946,3.78492,1
Enron,MC-ODXT,86,26946,3.78617,1
Enron,MC-ODXT,87,26946,3.77533,1
Enron,MC-ODXT,88,26946,3.77804,1
Enron,MC-ODXT,89,26946,3.78333,1
Enron,MC-ODXT,90,26946,3.79146,1
Enron,MC-ODXT,91,26946,3.76571,1
Enron,MC-ODXT,92,26946,3.78354,1
Enron,MC-ODXT,93,26946,3.75471,1
Enron,MC-ODXT,94,26946,3.77608,1
Enron,MC-ODXT,95,26946,3.80654,1
Enron,MC-ODXT,96,26946,3.81792,1
Enron,MC-ODXT,97,26946,3.80438,1
Enron,MC-ODXT,98,26946,3.80075,1
Enron,MC-ODXT,99,26946,3.79592,1
Enron,MC-ODXT,100,26946,3.81254,1
Enron,MC-ODXT,101,26946,3.81387,1
Enron,MC-ODXT,102,26946,3.81146,1
Enron,MC-ODXT,103,26946,3.79012,1
